Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;coordonnees_gps
04069;DEMANDOLX;04120;;DEMANDOLX;43.8698630954,6.57440592456
04072;DRAIX;04420;;DRAIX;44.1299391525,6.37179977607
04074;ENTRAGES;04000;;ENTRAGES;44.0379332734,6.26880026038
04075;ENTREPIERRES;04200;;ENTREPIERRES;44.1956537173,6.02224124199
04077;ENTREVENNES;04700;;ENTREVENNES;43.9378972717,6.03380903148
04087;FONTIENNE;04230;;FONTIENNE;44.0068634181,5.79382501149
04088;FORCALQUIER;04300;;FORCALQUIER;43.9599082374,5.7882827572
04108;MALIJAI;04510;CHENERILLES;MALIJAI;44.0336660524,6.0504243737
04112;MANOSQUE;04100;;MANOSQUE;43.8354040831,5.79106654173
04115;MEAILLES;04240;;MEAILLES;44.0401459693,6.64532905257
04122;MIRABEAU;04510;;MIRABEAU;44.0562295958,6.08015931568
04140;LES OMERGUES;04200;;LES OMERGUES;44.1527454808,5.5893705894
04144;LA PALUD SUR VERDON;04120;;LA PALUD SUR VERDON;43.796648297,6.32708874551
04145;PEIPIN;04200;LES BONS ENFANTS;PEIPIN;44.1413026547,5.9437147381
04161;MEOLANS REVEL;04340;REVEL;MEOLANS REVEL;44.3714312017,6.49846404885
04166;RIEZ;04500;;RIEZ;43.8284587474,6.08237819985
04167;LA ROBINE SUR GALABRE;04000;;LA ROBINE SUR GALABRE;44.1927329945,6.23038435702
04167;LA ROBINE SUR GALABRE;04000;AINAC;LA ROBINE SUR GALABRE;44.1927329945,6.23038435702
04167;LA ROBINE SUR GALABRE;04000;LAMBERT;LA ROBINE SUR GALABRE;44.1927329945,6.23038435702
04167;LA ROBINE SUR GALABRE;04000;TANARON;LA ROBINE SUR GALABRE;44.1927329945,6.23038435702
04171;ROUGON;04120;;ROUGON;43.7966594802,6.39318145128
04184;ST JURS;04410;;ST JURS;43.8990474204,6.19288088982
04190;ST MARTIN LES EAUX;04300;;ST MARTIN LES EAUX;43.8719702944,5.74137178032
04204;SENEZ;04270;LE POIL;SENEZ;43.9224978199,6.36903371255
04214;TARTONNE;04330;;TARTONNE;44.0784663763,6.3839310068
04217;THOARD;04380;;THOARD;44.1473006003,6.12401298333
04226;UVERNET FOURS;04400;FOURS;UVERNET FOURS;44.3191132083,6.67028443403
04227;VACHERES;04110;;VACHERES;43.9467491617,5.63529437
04229;VALBELLE;04200;;VALBELLE;44.1371207692,5.87627669795
04237;LE VERNET;04140;;LE VERNET;44.2766068334,6.40297525512
04245;VOLX;04130;;VOLX;43.8706676132,5.83153973779
05004;ANCELLE;05260;;ANCELLE;44.6190703929,6.22962169969
05022;BREZIERS;05190;;BREZIERS;44.4210530909,6.22281621001
05024;VALDOULE;05150;MONTMORIN;VALDOULE;44.4677366709,5.50388863719
05024;VALDOULE;05150;STE MARIE;VALDOULE;44.4677366709,5.50388863719
05028;CHABESTAN;05400;;CHABESTAN;44.4775755934,5.78305319582
05044;CREVOUX;05200;;CREVOUX;44.5376065379,6.62470372696
05047;EOURRES;05300;;EOURRES;44.2138373403,5.72894553965
05048;L EPINE;05700;;L EPINE;44.4248796516,5.61094352039
05063;LA GRAVE;05320;;LA GRAVE;45.0601102401,6.28406977587
05070;LARAGNE MONTEGLIN;05300;;LARAGNE MONTEGLIN;44.3340345431,5.81650957133
05074;LETTRET;05130;;LETTRET;44.4811639998,6.07258452754
05075;MANTEYER;05400;;MANTEYER;44.5333321119,5.94989667477
05076;MEREUIL;05700;;MEREUIL;44.3839741469,5.71259098721
05090;LA MOTTE EN CHAMPSAUR;05500;;LA MOTTE EN CHAMPSAUR;44.7407367523,6.12930149849
05102;LA PIARRE;05700;;LA PIARRE;44.4784087163,5.64803205429
05104;POLIGNY;05500;;POLIGNY;44.6848876675,6.03431860597
05127;ROUSSET;05190;;ROUSSET;44.4843785512,6.2666913091
05132;ST BONNET EN CHAMPSAUR;05500;BENEVENT ET CHARBILLAC;ST BONNET EN CHAMPSAUR;44.6823269908,6.10286050171
05135;STE COLOMBE;05700;;STE COLOMBE;44.2889272211,5.66834974647
05142;ST FIRMIN;05800;;ST FIRMIN EN VALGODEMARD;44.7934858148,6.02571058056
05156;ST SAUVEUR;05200;;ST SAUVEUR;44.5365820455,6.52920301665
05159;SALEON;05300;;SALEON;44.3201551058,5.77527169353
05169;SORBIERS;05150;;SORBIERS;44.3625387102,5.57325324553
05179;VEYNES;05400;;VEYNES;44.5571529708,5.82286002514
05183;VILLAR ST PANCRACE;05100;;VILLAR ST PANCRACE;44.8395685825,6.65048294053
06003;ANDON;06750;THORENC;ANDON;43.7769856778,6.82318647257
06004;ANTIBES;06160;JUAN LES PINS;ANTIBES;43.587465146,7.10635418256
06005;ASCROS;06260;;ASCROS;43.9193423,7.01550684755
06010;LE BAR SUR LOUP;06620;;LE BAR SUR LOUP;43.6992943088,6.96272779051
06013;BELVEDERE;06450;;BELVEDERE;44.0564872239,7.37383120022
06027;CAGNES SUR MER;06800;;CAGNES SUR MER;43.6715162078,7.15275703379
06032;CAP D AIL;06320;;CAP D AIL;43.7247392327,7.40161617522
06035;CASTELLAR;06500;;CASTELLAR;43.8220566609,7.49891571145
06036;CASTILLON;06500;;CASTILLON;43.8361451105,7.46455247487
06039;CHATEAUNEUF VILLEVIEILLE;06390;;CHATEAUNEUF VILLEVIEILLE;43.7999098278,7.29412423176
06045;COLLONGUES;06910;;COLLONGUES;43.8935981177,6.86383142444
06056;ENTRAUNES;06470;;ENTRAUNES;44.2146960621,6.76292204018
06056;ENTRAUNES;06470;ESTEING;ENTRAUNES;44.2146960621,6.76292204018
06058;ESCRAGNOLLES;06460;;ESCRAGNOLLES;43.7294033373,6.7833728891
06066;GILETTE;06830;;GILETTE;43.8481962471,7.1613234113
06067;GORBIO;06500;;GORBIO;43.7860281963,7.44603824995
06068;GOURDON;06620;;GOURDON;43.7242493778,6.96356065093
06069;GRASSE;06130;LE PLAN DE GRASSE;GRASSE;43.655639428,6.93190508233
06070;GREOLIERES;06620;;GREOLIERES;43.8070006506,6.93196496167
06071;GUILLAUMES;06470;;GUILLAUMES;44.088068317,6.87493501534
06073;ISOLA;06420;;ISOLA;44.1872585336,7.07488062255
06074;LANTOSQUE;06450;;LANTOSQUE;43.9706457549,7.30485730116
06078;MALAUSSENE;06710;;MALAUSSENE;43.9153232562,7.14112063451
06079;MANDELIEU LA NAPOULE;06210;;MANDELIEU LA NAPOULE;43.5380510468,6.91808936542
06083;MENTON;06500;;MENTON;43.7908233727,7.49365612374
06089;OPIO;06650;;OPIO;43.6575610719,7.00860864158
06090;PEGOMAS;06580;;PEGOMAS;43.5865553156,6.92224837943
06092;PEILLON;06440;;PEILLON;43.7727352898,7.3714797073
06095;PEYMEINADE;06530;;PEYMEINADE;43.6305294544,6.88166520884
06110;ROUBION;06420;;ROUBION;44.1085047639,7.02802973178
06113;STE AGNES;06500;;STE AGNES;43.8055344567,7.46128496982
06118;ST CEZAIRE SUR SIAGNE;06530;;ST CEZAIRE SUR SIAGNE;43.6594259137,6.80329376165
06130;ST VALLIER DE THIEY;06460;;ST VALLIER DE THIEY;43.696895033,6.85062748704
06135;SIGALE;06910;;SIGALE;43.8757999129,6.96558618108
06138;THEOULE SUR MER;06590;;THEOULE SUR MER;43.4985345439,6.92965248383
06142;TOUET DE L ESCARENE;06440;;TOUET DE L ESCARENE;43.8520343234,7.37799210413
06144;LA TOUR;06420;;LA TOUR;43.9626877314,7.19994914649
06145;TOURETTE DU CHATEAU;06830;;TOURETTE DU CHATEAU;43.8782752079,7.13734511498
06147;TOURRETTE LEVENS;06690;;TOURRETTE LEVENS;43.7860737213,7.2725568209
06153;VALDEBLORE;06420;;VALDEBLORE;44.1127596533,7.19571891201
06163;TENDE;06430;;TENDE;44.0997669286,7.54053179417
06163;TENDE;06430;ST DALMAS DE TENDE;TENDE;44.0997669286,7.54053179417
07015;ARRAS SUR RHONE;07370;;ARRAS SUR RHONE;45.1436776654,4.8036312124
07017;LES ASSIONS;07140;;LES ASSIONS;44.4254776855,4.1848933711
07019;AUBENAS;07200;;AUBENAS;44.6102127084,4.39638981424
07022;BAIX;07210;;BAIX;44.7063788805,4.75106497533
07024;BANNE;07460;;BANNE;44.3607782702,4.15113804507
07027;BEAUCHASTEL;07800;;BEAUCHASTEL;44.8294995047,4.79715382132
07031;BERRIAS ET CASTELJAU;07460;CASTELJAU;BERRIAS ET CASTELJAU;44.3832302552,4.20749715425
07042;BOURG ST ANDEOL;07700;;BOURG ST ANDEOL;44.3830866916,4.61398365069
07060;CHATEAUNEUF DE VERNOUX;07240;;CHATEAUNEUF DE VERNOUX;44.9249240478,4.64219110032
07065;CHIROLS;07380;;CHIROLS;44.6879981327,4.2951862476
07070;CORNAS;07130;;CORNAS;44.9664601048,4.84063933956
07071;COUCOURON;07470;;COUCOURON;44.7949192399,3.96166497009
07074;CREYSSEILLES;07000;;CREYSSEILLES;44.7598496931,4.53023781121
07080;DEVESSET;07320;;DEVESSET;45.0660987902,4.39288168953
07082;DORNAS;07160;;DORNAS;44.8519150741,4.35842422121
07084;ECLASSAN;07370;;ECLASSAN;45.1606533164,4.74888485543
07086;ETABLES;07300;;ETABLES;45.0948570024,4.73950529738
07089;FELINES;07340;;FELINES;45.3160676288,4.72706276274
07096;GLUIRAS;07190;;GLUIRAS;44.8455602063,4.52583208054
07097;GLUN;07300;;GLUN;45.0070163516,4.82465206981
07101;GROSPIERRES;07120;;GROSPIERRES;44.3930827383,4.28692737418
07103;ST JULIEN D INTRES;07320;INTRES;ST JULIEN D INTRES;44.9864739922,4.3441511813
07104;ISSAMOULENC;07190;;ISSAMOULENC;44.7883137241,4.45570599159
07105;ISSANLAS;07510;;ISSANLAS;44.7669383227,4.01543417126
07107;JAUJAC;07380;;JAUJAC;44.6298203979,4.23815139749
07109;JOANNAS;07110;;JOANNAS;44.5725478202,4.24633374271
07111;JUVINAS;07600;;JUVINAS;44.7043758122,4.3072836289
07126;LAGORCE;07150;;LAGORCE;44.4449016448,4.43141639823
07137;LAVILLATTE;07660;;LAVILLATTE;44.7411283435,3.95196079179
07142;LESPERON;07660;;LESPERON;44.7342873614,3.89547616799
07145;LUSSAS;07170;;LUSSAS;44.6192177092,4.46630461903
07146;LYAS;07000;;LYAS;44.7568405764,4.59691440375
07150;MARIAC;07160;;MARIAC;44.8859638189,4.35337034088
07156;MEYRAS;07380;;MEYRAS;44.677562906,4.26001410237
07158;MEZILHAC;07530;;MEZILHAC;44.8068921216,4.34184721755
07188;QUINTENAS;07290;;QUINTENAS;45.1922513246,4.69504598366
07198;ROMPON;07800;;ROMPON;44.7787195427,4.73009856646
07199;ROSIERES;07260;;ROSIERES;44.492135712,4.26203943269
07201;RUOMS;07120;;RUOMS;44.4479030757,4.34786189328
07202;SABLIERES;07260;;SABLIERES;44.5437864312,4.06325976737
07203;SAGNES ET GOUDOULET;07450;;SAGNES ET GOUDOULET;44.8014042397,4.215812246
07204;ST AGREVE;07320;;ST AGREVE;45.0052980637,4.41285687419
07213;ST ANDRE LACHAMP;07230;;ST ANDRE LACHAMP;44.5075453223,4.15221275695
07215;ST BARTHELEMY LE MEIL;07160;;ST BARTHELEMY LE MEIL;44.884662739,4.47884532485
07216;ST BARTHELEMY GROZON;07270;;ST BARTHELEMY GROZON;44.9596196474,4.64950098004
07218;ST BASILE;07270;;ST BASILE;44.9490355283,4.56160011901
07229;ST DIDIER SOUS AUBENAS;07200;;ST DIDIER SOUS AUBENAS;44.6117595327,4.42022719051
07231;ST ETIENNE DE FONTBELLON;07200;;ST ETIENNE DE FONTBELLON;44.5985890529,4.37388980251
07238;ST GENEST DE BEAUZON;07230;;ST GENEST DE BEAUZON;44.4451273836,4.18697019048
07243;ST JACQUES D ATTICIEUX;07340;;ST JACQUES D ATTICIEUX;45.3318263343,4.66333060833
07251;ST JOSEPH DES BANCS;07530;;ST JOSEPH DES BANCS;44.748161488,4.41397525518
07254;ST JULIEN DU SERRE;07200;;ST JULIEN DU SERRE;44.6600211072,4.40395881158
07262;ST LAURENT BAINS LAVAL D AURELLE;07590;ST LAURENT LES BAINS;ST LAURENT BAINS LAVAL D AURELLE;44.5971365641,3.95806929863
07263;ST LAURENT SOUS COIRON;07170;;ST LAURENT SOUS COIRON;44.6641637879,4.48470756924
07264;ST MARCEL D ARDECHE;07700;;ST MARCEL D ARDECHE;44.3299965394,4.60656490626
07274;ST MAURICE EN CHALENCON;07190;;ST MAURICE EN CHALENCON;44.8548081951,4.58245400667
07276;ST MICHEL D AURANCE;07160;;ST MICHEL D AURANCE;44.8987179716,4.45675877839
07279;ST MONTAN;07220;;ST MONTAN;44.4341193457,4.63258472487
07283;ST PIERRE LA ROCHE;07400;;ST PIERRE LA ROCHE;44.6539287603,4.6218849184
07288;ST PRIEST;07000;;ST PRIEST;44.7131469303,4.53562187216
07294;ST SAUVEUR DE CRUZIERES;07460;;ST SAUVEUR DE CRUZIERES;44.2949958385,4.25831849321
07296;ST SERNIN;07200;;ST SERNIN;44.5764544041,4.38197564257
07303;ST VINCENT DE DURFORT;07360;;ST VINCENT DE DURFORT;44.7919043427,4.63828690293
07308;SARRAS;07370;;SARRAS;45.1872505321,4.78407766188
07310;SAVAS;07430;;SAVAS;45.3013144956,4.67282946981
07311;SCEAUTRES;07400;;SCEAUTRES;44.6167012065,4.60776940667
07325;UCEL;07200;;UCEL;44.6426743916,4.38805305163
07328;VAGNAS;07150;;VAGNAS;44.3596132039,4.34424564679
07332;VALVIGNERES;07400;;VALVIGNERES;44.5005207324,4.56110237736
07334;LES VANS;07140;CHASSAGNES;LES VANS;44.392206287,4.11524168722
07335;VAUDEVANT;07410;;VAUDEVANT;45.1081841616,4.60737715144
07336;VERNON;07260;;VERNON;44.506232057,4.2261837868
07341;VILLENEUVE DE BERG;07170;;VILLENEUVE DE BERG;44.549017078,4.50337369457
07345;VION;07610;;VION;45.1117422465,4.79854763187
08004;AIRE;08190;;AIRE;49.4707483815,4.16388872575
08011;ANCHAMPS;08500;;ANCHAMPS;49.9247359313,4.66426745168
08013;ANGECOURT;08450;;ANGECOURT;49.6350718482,4.97725786194
08018;ARDEUIL ET MONTFAUXELLES;08400;;ARDEUIL ET MONTFAUXELLES;49.26723401,4.70481330264
08032;AUSSONCE;08310;;AUSSONCE;49.3455509602,4.32720413528
08040;LES AYVELLES;08000;;LES AYVELLES;49.7217923857,4.75240985606
08045;BALLAY;08400;;BALLAY;49.4216971928,4.75197348184
08047;BARBAISE;08430;;BARBAISE;49.6766851443,4.57966392629
08056;BEFFU ET LE MORTHOMME;08250;;BEFFU ET LE MORTHOMME;49.372094938,4.89223564312
08061;LA BERLIERE;08240;;LA BERLIERE;49.526668904,4.93724494551
08062;BERTONCOURT;08300;;BERTONCOURT;49.5391943846,4.40140045221
08067;BLAGNY;08110;;BLAGNY;49.6239121874,5.19807738578
08070;BLANZY LA SALONNAISE;08190;;BLANZY LA SALONNAISE;49.4878479316,4.19048684048
08077;BOURCQ;08400;;BOURCQ;49.3822218647,4.61799279484
08090;CARIGNAN;08110;;CARIGNAN;49.6387329311,5.1718269254
08092;CAUROY;08310;;CAUROY;49.3512411409,4.45940865282
08103;CHARBOGNE;08130;;CHARBOGNE;49.5061470622,4.59006670557
08104;CHARDENY;08400;;CHARDENY;49.4194659277,4.59579314559
08105;CHARLEVILLE MEZIERES;08000;;CHARLEVILLE MEZIERES;49.7752965803,4.71724655966
08113;CHAUMONT PORCIEN;08220;WADIMONT;CHAUMONT PORCIEN;49.6486344865,4.23823742678
08133;COUCY;08300;;COUCY;49.5095800024,4.46207840046
08148;L ECAILLE;08300;;L ECAILLE;49.4095997981,4.20955430997
08151;ECORDAL;08130;;ECORDAL;49.5343083794,4.58778435914
08154;ESTREBAY;08260;;ESTREBAY;49.8253440088,4.34568774297
08156;ETEIGNIERES;08260;;ETEIGNIERES;49.8907338972,4.40306549202
08162;FAGNON;08090;;FAGNON;49.7325267992,4.61914614937
08166;FEPIN;08170;;FEPIN;50.0221616884,4.70723354036
08168;LA FERTE SUR CHIERS;08370;;LA FERTE SUR CHIERS;49.5723724698,5.24000841484
08169;FLAIGNES HAVYS;08260;HAVYS;FLAIGNES HAVYS;49.8189516311,4.39912003911
08170;FLEIGNEUX;08200;;FLEIGNEUX;49.7761707649,4.96364089015
08173;FLIZE;08160;;FLIZE;49.6952977524,4.77517346922
08174;FLOING;08200;;FLOING;49.7233281136,4.93287278052
08175;FOISCHES;08600;;FOISCHES;50.129087843,4.77469221045
08184;FROMY;08370;;FROMY;49.6013937108,5.25624601587
08187;GERNELLE;08440;;GERNELLE;49.7731869901,4.82389442529
08191;GIVONNE;08200;;GIVONNE;49.732476511,4.99727933761
08196;GRANDCHAMP;08270;;GRANDCHAMP;49.6525314481,4.40676539021
08219;HAUTEVILLE;08300;;HAUTEVILLE;49.5827671359,4.2987122942
08230;HOULDIZY;08090;;HOULDIZY;49.812785683,4.6695029327
08232;ILLY;08200;;ILLY;49.7575218759,4.98043472837
08233;IMECOURT;08240;;IMECOURT;49.3711784415,4.97493982778
08234;INAUMONT;08300;;INAUMONT;49.5628562714,4.31902902428
08242;LAIFOUR;08800;;LAIFOUR;49.902088382,4.69565397804
08249;LAVAL MORENCY;08150;;LAVAL MORENCY;49.8301398821,4.49355605109
08272;MARANWEZ;08460;;MARANWEZ;49.727693434,4.34150288978
08281;MATTON ET CLEMENCY;08110;;MATTON ET CLEMENCY;49.6763970622,5.22558942774
08288;MESMONT;08270;;MESMONT;49.6185115837,4.3990996122
08293;MOIRY;08370;;MOIRY;49.6001021932,5.27891887123
08298;MONTCY NOTRE DAME;08090;;MONTCY NOTRE DAME;49.7906751202,4.74345986239
08302;MONTHERME;08800;LES HAUTS BUTTES;MONTHERME;49.8995880396,4.74792062514
08304;MONTIGNY SUR MEUSE;08170;;MONTIGNY SUR MEUSE;50.047712335,4.7107437226
08305;MONTIGNY SUR VENCE;08430;;MONTIGNY SUR VENCE;49.6451389564,4.61254914109
08306;MONT LAURENT;08130;;MONT LAURENT;49.4637340301,4.47834727509
08309;MONT ST REMY;08310;;MONT ST REMY;49.3867440492,4.4768822942
08310;MOURON;08250;;MOURON;49.3152143572,4.78476402519
08321;NEUVILLE DAY;08130;;NEUVILLE DAY;49.5000423938,4.69190726788
08322;NEUVILLE LES THIS;08090;;NEUVILLE LES THIS;49.7327847632,4.58984068094
08326;NOUART;08240;;NOUART;49.4505639742,5.05484805727
08330;NOVY CHEVRIERES;08300;;NOVY CHEVRIERES;49.5461151318,4.44233077955
08332;OCHES;08240;;OCHES;49.5072452442,4.92861182903
08333;OLIZY PRIMAT;08250;PRIMAT;OLIZY PRIMAT;49.3578421825,4.78297338685
08339;PERTHES;08300;;PERTHES;49.4486431408,4.35514092983
08342;POURU AUX BOIS;08140;;POURU AUX BOIS;49.7100198144,5.09834036842
08343;POURU ST REMY;08140;;POURU ST REMY;49.6809685609,5.08867231139
08344;PREZ;08290;LA CERLEAU;PREZ;49.8014597717,4.36121089611
08347;PUILLY ET CHARBEAUX;08370;;PUILLY ET CHARBEAUX;49.6363781013,5.27519284704
08356;REMAUCOURT;08220;;REMAUCOURT;49.6012128351,4.23209127771
08358;REMILLY LES POTHEES;08150;;REMILLY LES POTHEES;49.7839350894,4.54735597538
08365;RIMOGNE;08150;;RIMOGNE;49.8387403616,4.53539067168
08366;ROCQUIGNY;08220;;ROCQUIGNY;49.7003603712,4.24698300901
08367;ROCROI;08230;;ROCROI;49.9315002925,4.55842430748
08368;ROIZY;08190;;ROIZY;49.4259330532,4.18557721616
08370;ROUVROY SUR AUDRY;08150;SERVION;ROUVROY SUR AUDRY;49.7853360056,4.50242620208
08383;ST JUVIN;08250;;ST JUVIN;49.3375839286,4.95354630856
08384;ST LAMBERT ET MONT DE JEUX;08130;;ST LAMBERT ET MONT DE JEUX;49.4980282741,4.62474617403
08386;ST LOUP EN CHAMPAGNE;08300;;ST LOUP EN CHAMPAGNE;49.4528238096,4.21534946763
08392;ST MOREL;08400;;ST MOREL;49.3388158737,4.69739675474
08406;SAVIGNY SUR AISNE;08400;;SAVIGNY SUR AISNE;49.359523814,4.72150823362
08411;SEMUY;08130;;SEMUY;49.4956881485,4.66294910211
08419;SIGNY L ABBAYE;08460;LIBRECY;SIGNY L ABBAYE;49.7029435011,4.40415204398
08420;SIGNY LE PETIT;08380;LA GRUERIE;SIGNY LE PETIT;49.9309499097,4.2990463026
08428;SORCY BAUTHEMONT;08270;;SORCY BAUTHEMONT;49.5413667574,4.53840369427
08436;TAILLETTE;08230;;TAILLETTE;49.9272427923,4.47480367257
08437;TAILLY;08240;BARRICOURT;TAILLY;49.4074530876,5.06834679927
08440;TARZY;08380;;TARZY;49.8762495136,4.29660246007
08445;THELONNE;08350;;THELONNE;49.6482212901,4.94566360048
08446;THENORGUES;08240;;THENORGUES;49.4060946457,4.92137626366
08457;TOURNES;08090;;TOURNES;49.7992413246,4.63988652343
08463;VAUX EN DIEULET;08240;;VAUX EN DIEULET;49.4785340396,4.9918664976
08465;VAUX LES RUBIGNY;08220;;VAUX LES RUBIGNY;49.6904205323,4.18309988343
08469;VENDRESSE;08160;;VENDRESSE;49.6036580688,4.79161432829
08469;VENDRESSE;08160;LA CASSINE;VENDRESSE;49.6036580688,4.79161432829
08471;VERRIERES;08390;;VERRIERES;49.4959923626,4.88538309039
08472;VIEL ST REMY;08270;;VIEL ST REMY;49.632572198,4.48367438059
08473;VIEUX LES ASFELD;08190;;VIEUX LES ASFELD;49.4510393454,4.10610399621
08479;VILLERS LE TOURNEUR;08430;;VILLERS LE TOURNEUR;49.6220295169,4.56406530841
08481;VILLERS SUR BAR;08350;;VILLERS SUR BAR;49.6817820293,4.85514229057
08485;VILLY;08370;;VILLY;49.59384897,5.2214022788
08490;VOUZIERS;08400;BLAISE;VOUZIERS;49.4000316087,4.70126283768
08491;VRIGNE AUX BOIS;08330;;VRIGNE AUX BOIS;49.7370150528,4.85605381662
08494;WADELINCOURT;08200;;WADELINCOURT;49.6805479174,4.93056331877
09002;AIGUES VIVES;09600;;AIGUES VIVES;43.0006575328,1.87695638902
09003;L AIGUILLON;09300;;L AIGUILLON;42.9097070011,1.90052351136
09005;ALEU;09320;;ALEU;42.893742098,1.26749393485
09006;ALLIAT;09400;;ALLIAT;42.8159020056,1.58114167435
09019;ARTIGAT;09130;;ARTIGAT;43.1431527184,1.44685366225
09031;AXIAT;09250;;AXIAT;42.7997046069,1.76100321573
09032;AX LES THERMES;09110;;AX LES THERMES;42.6873576342,1.81825994194
09039;LA BASTIDE DE BOUSIGNAC;09500;;LA BASTIDE DE BOUSIGNAC;43.0585487701,1.88443383803
09041;LA BASTIDE DU SALAT;09160;;LA BASTIDE DU SALAT;43.0614872214,1.00017697542
09045;BEDEILHAC ET AYNAT;09400;;BEDEILHAC ET AYNAT;42.8795852019,1.56719798954
09062;BORDES UCHENTEIN;09800;UCHENTEIN;BORDES UCHENTEIN;42.8335034576,1.03424218178
09065;BOUSSENAC;09320;;BOUSSENAC;42.9078454205,1.39109839522
09073;CAMARADE;09290;;CAMARADE;43.0693773441,1.27737161361
09081;LE CARLARET;09100;;LE CARLARET;43.1307609911,1.69416376028
09084;CASTEX;09350;;CASTEX;43.1657585272,1.31957552098
09087;CAUSSOU;09250;;CAUSSOU;42.7721552831,1.82193324504
09093;CELLES;09000;;CELLES;42.916897965,1.6969424831
09099;COS;09000;;COS;42.9801592841,1.56921939947
09101;COUSSA;09120;;COUSSA;43.0646378158,1.68939869661
09107;DUN;09600;MERVIEL;DUN;43.0256431764,1.79296928754
09113;ERCE;09140;;ERCE;42.8341376861,1.30310687762
09124;LE FOSSAT;09130;;LE FOSSAT;43.1796907844,1.41506357343
09143;ILLIER ET LARAMADE;09220;;ILLIER ET LARAMADE;42.7879303453,1.54250853578
09165;LESPARROU;09300;;LESPARROU;42.9276359247,1.93926031529
09169;LIMBRASSAC;09600;;LIMBRASSAC;43.0110104704,1.84353239924
09174;LOUBIERES;09000;;LOUBIERES;43.0097766189,1.59427619307
09175;LUDIES;09100;;LUDIES;43.1204279792,1.71727869146
09184;MAUVEZIN DE STE CROIX;09230;;MAUVEZIN DE STE CROIX;43.0768014168,1.23243008757
09188;MERCUS GARRABET;09400;;MERCUS GARRABET;42.8795171828,1.6442180232
09189;MERENS LES VALS;09110;;MERENS LES VALS;42.6279300711,1.83436205641
09196;MONTAGAGNE;09240;;MONTAGAGNE;42.9638469564,1.41313214864
09198;MONTARDIT;09230;;MONTARDIT;43.0695601112,1.18585733449
09203;MONTELS;09240;;MONTELS;43.0059500308,1.46985998541
09214;MOULIS;09200;;MOULIS;42.9438845213,1.09852869482
09234;PRADIERES;09000;;PRADIERES;42.9611572235,1.65602192048
09238;LES PUJOLS;09100;;LES PUJOLS;43.0917243273,1.71845001991
09239;QUERIGUT;09460;;QUERIGUT;42.6833720456,2.11436748471
09251;ROUMENGOUX;09500;;ROUMENGOUX;43.0761211234,1.92438263558
09254;ST AMADOU;09100;;ST AMADOU;43.1112959391,1.71491289388
09255;ST AMANS;09100;;ST AMANS;43.1595834502,1.5479581856
09258;ST FELIX DE RIEUTORD;09120;;ST FELIX DE RIEUTORD;43.0441550256,1.66977441855
09260;STE FOI;09500;;STE FOI;43.1257603127,1.9172086969
09261;ST GIRONS;09200;;ST GIRONS;42.9752923045,1.15326595533
09268;ST LIZIER;09190;;ST LIZIER;42.9998808556,1.12929754476
09269;ST MARTIN DE CARALP;09000;;ST MARTIN DE CARALP;42.9919399277,1.53796781616
09279;SALSEIN;09800;;SALSEIN;42.9042685919,1.00165723674
09280;SAURAT;09400;PRAT COMMUNAL;SAURAT;42.883738441,1.50479848751
09284;SEGURA;09120;;SEGURA;43.032230727,1.69275443805
09290;SENTEIN;09800;;SENTEIN;42.8358878297,0.920341995173
09291;SENTENAC D OUST;09140;;SENTENAC D OUST;42.8662042438,1.14021822329
09293;SERRES SUR ARGET;09000;;SERRES SUR ARGET;42.9701435492,1.5043958432
09294;SIEURAS;09130;;SIEURAS;43.1922641286,1.34376526117
09296;AULOS SINSAT;09310;SINSAT;AULOS SINSAT;42.8010692971,1.66015755913
09300;SOULA;09000;;SOULA;42.9407714858,1.69062685843
09305;TABRE;09600;;TABRE;42.9887730653,1.85527536591
09306;TARASCON SUR ARIEGE;09400;BANAT;TARASCON SUR ARIEGE;42.8461514685,1.59648461871
09308;TAURIGNAN VIEUX;09190;;TAURIGNAN VIEUX;43.0434128319,1.11433094449
09309;TEILHET;09500;;TEILHET;43.0973378632,1.78252133871
09311;TIGNAC;09110;;TIGNAC;42.7506713601,1.79915182635
09313;TOURTOUSE;09230;;TOURTOUSE;43.090555845,1.13719287262
09316;TROYE D ARIEGE;09500;;TROYE D ARIEGE;43.0211388767,1.88727210169
09321;USSAT;09400;;USSAT;42.8339319836,1.62186318062
09326;VEBRE;09310;;VEBRE;42.7696976304,1.71781381664
09334;VAL DE SOS;09220;VICDESSOS;VAL DE SOS;42.7733893717,1.51114862986
09335;VILLENEUVE;09800;;VILLENEUVE;42.9501020691,0.983231865255
09336;VILLENEUVE D OLMES;09300;;VILLENEUVE D OLMES;42.9114883664,1.82063042142
10011;ARRENTIERES;10200;;ARRENTIERES;48.2679922026,4.73910370169
10018;AUXON;10130;;AUXON;48.0923181622,3.92346188322
10019;VAL D AUZON;10220;VILLEHARDOUIN;VAL D AUZON;48.4004769736,4.35930739825
10022;AVIREY LINGEY;10340;;AVIREY LINGEY;48.028003129,4.29702645691
10029;BALNOT SUR LAIGNES;10110;;BALNOT SUR LAIGNES;48.0369726727,4.35269608813
10031;BARBUISE;10400;COURTAVANT;BARBUISE;48.5509217232,3.562035391
10040;BERNON;10130;;BERNON;47.9870798337,3.99246812197
